biopolymer_type,pore_size,porosity,printing_method,layer_thickness,material_composition,density,compressive_strength,elastic_modulus,degradation_rate,cell_viability,bone_regeneration_score
PCL,647.8663293618739,58.785262835888695,salt leaching,161.4642989608069,0.13621905994041086,0.5844741072104108,21.670935419412263,2325.33552148994,24.0,66.69205274955166,4.445944105757875
PLGA,603.2023220258166,68.98173572216803,salt leaching,112.15020092106617,0.2284257969595806,0.5438899697801449,20.90370470725898,2402.3570152800917,6.638653167777601,70.5864871714682,5.381216840536667
PCL,344.5313991081627,70.04250434209722,freeze drying,93.48284694453315,0.025333827053850635,0.35823003246296076,7.886712353444525,247.39031240030903,24.0,79.0975897991056,9.368999276246935
Gelatin,487.57672603316377,91.6115609602792,FDM,219.77519494711083,0.5302682219659112,0.19331013482015,3.9019901888720034,329.7999510544321,2.557568139913133,72.22489076236262,6.970136658558511
PCL,735.8335115421563,78.82457085684366,freeze drying,376.68142469968905,0.2492998126130053,0.34830322556278637,11.019489976766227,1099.9681921358222,24.0,70.59934120639993,6.326183113365768
PCL,518.4479386401157,57.09424998948159,SLS,246.07329095933073,0.2792159619332614,0.7314692413666173,35.78677484270317,5291.683680819014,24.0,56.7978309457148,4.205465682525093
PLA,719.5969546924143,72.50357451400173,freeze drying,285.2819524302118,0.2391455427771553,0.46655054513443933,19.538565251679326,2044.5450379744,17.240184829874075,69.60490597213837,5.1810219261257355
Chitosan,155.57784332841,44.618292372476475,FDM,245.34695534487525,0.4810808391267622,1.2415977783954646,72.13413533890692,14818.642589401941,9.760464105916592,73.17753944291266,4.295758111300902
Chitosan,434.0237140186173,38.89972355971809,freeze drying,169.35598259172107,0.1689701590478209,1.0360760301536012,39.34218057654692,6823.151079411313,8.917487761527685,70.03366162841779,4.674598466182376
PLGA,607.1815399652918,88.49072332019767,freeze drying,336.4409266242382,0.32733414835624197,0.22241387248059924,5.3529495441696495,424.344115802531,6.1430215171422615,65.38312227183356,7.379770237337587
PLA,541.8472099247899,62.30653710551843,salt leaching,61.22223098308955,0.19127387278041041,0.6051056352545162,23.36048928003513,2614.763563790178,17.101332230634764,63.18024387786018,5.446380906859786
PLA,670.9340466117983,54.883573517627745,SLS,256.1915575930828,0.5399246967620488,1.024709620532324,60.19901928106477,10579.270352278656,24.0,53.871371439797755,3.631353727159367
Gelatin,456.1965970987572,73.88731200825555,salt leaching,271.6592610528137,0.2766178399796999,0.48253952415867374,12.490124358139687,1768.9076460941096,2.6496041094122478,81.081959730685,6.586556071913268
PGA,615.711749776412,31.333209755825425,freeze drying,137.28152579856223,0.3056982402695389,1.3906612252060186,91.49853483666274,14088.95981375903,3.271054920115017,59.84618028712175,1.9092238388998528
PCL,380.0957724097448,38.01487734589261,FDM,220.25631409186664,0.18995761546476822,0.9458093035675215,41.10285568137886,6306.4497868854605,24.0,70.85164923298615,5.0504933637192355
Chitosan,103.36644191193582,88.11697565730768,freeze drying,360.8664835374655,0.3584063482179884,0.24089398960556438,5.28830232168413,479.4024180956626,7.327236084651157,77.2841120376628,7.479417128983155
PLGA,223.84270821243476,88.59099617990016,electrospinning,341.8708101613629,0.45448716149465995,0.24673359947572607,7.09132578824653,614.761135067356,5.565644030014577,73.70993485701852,7.015188178228958
Gelatin,439.1671487383111,39.09473351975461,FDM,229.59952552964697,0.6089880722571999,1.489851552317395,94.75309837760835,21742.514748632322,3.463635407367404,66.58778661130452,3.0066568792772066
Gelatin,160.6428756330101,36.27578110885344,salt leaching,54.69802029204466,0.2588798087711162,1.1572213998417966,42.76985987820875,9394.968191991247,3.4385831696727878,74.4281891422163,3.0037099771888567
PGA,440.95081536804935,41.18649042224104,SLA,156.9010924390613,0.27210902069634435,1.1591064177574006,62.69651141403451,8418.57751071301,2.4428861335028165,61.11066329130848,3.4232822594597665
Gelatin,718.1200651807014,93.4718522128762,SLA,295.07513059586694,0.10834613388597983,0.10086138746125244,0.6458875091311344,39.38311774186166,2.4299761976800327,55.90089202498709,3.116118908109748
Chitosan,404.7357360280519,73.68743990642194,freeze drying,262.53030760443676,0.17892342529924218,0.45076467546595755,11.616491895917196,1342.3880461931547,7.4549540172232165,90.37331549915348,7.359185287218081
Chitosan,364.3060123440807,31.099887325221303,SLA,177.7350156838788,0.11285648872801501,1.1006785112621038,37.231745292884575,6103.3704132754365,7.599457508107397,62.74694710906375,4.249173528665984
PLA,574.2705605315713,46.43926736115866,SLA,64.17073851490656,0.20844353157583878,0.8773929005836938,39.10408219699012,5405.700550371839,20.78241942430047,57.033793979834506,4.039755835460457
PLA,667.3156467551603,32.72822720582789,SLS,214.8789977465796,0.6527037237502976,1.6728230318231,118.05001413200404,26583.513684492907,24.0,43.491236839865934,2.592194468919107
PCL,517.8066841246558,83.9618928301501,SLS,176.16206020223945,0.046078938300416185,0.19845365705701754,3.6680996903548513,127.9817321078719,24.0,53.17728311135518,7.220066026578626
PLGA,550.8329198343209,33.85698500241534,electrospinning,280.14890702461435,0.13459262095038507,1.047449148571783,48.810521735833035,6570.00034591307,6.717108455434835,49.837440943104355,2.9755997650564723
PGA,325.98880789008996,35.04607254123668,SLS,299.7116819282749,0.48254265555880754,1.5015523485668767,115.606577086388,21449.92898724013,2.8291451078504304,59.044753649707125,3.264827469979371
PCL,110.25264992711568,81.36081514807505,salt leaching,197.96557198088337,0.5463649522929725,0.4176038032696982,16.732888946941873,1958.4254210173187,24.0,79.42954181231539,5.87826487749909
PLGA,267.5691987130609,69.87395571691937,freeze drying,173.83099072539144,0.0479054094089821,0.42981092217637973,10.984330952442413,604.6541287623569,6.558627138371956,76.92023920263057,8.446008984017569
PLA,705.1048782920033,44.76473354013625,SLA,52.81115235646803,0.5302600484184326,1.2443382558898868,84.02907748912706,16259.79711600145,21.963403251464165,51.09014163593751,2.980699402955233
Gelatin,627.0468326306017,40.18610422458974,SLA,309.5310383144466,0.3938886551355571,1.2315678623451434,54.81543272012747,12128.686771704832,3.054241130123557,58.27235142095913,1.9727762505330986
PLA,427.4212590395882,60.21097338593755,electrospinning,399.1298109816636,0.0683770463394824,0.5453484618412939,22.036845703840946,1614.2876553260912,19.47776239542917,72.11742799947598,6.112561085100727
PLA,720.0825990321988,42.61992528020569,SLS,95.65947279298787,0.15213135567809435,0.8782427199456733,37.89555184229617,4746.5533191093955,20.95564867390276,46.06086054526361,3.216524321978884
PLA,259.03528635586173,40.32542497635713,electrospinning,118.48320346886985,0.4896769718593428,1.29809089550947,90.32544611973705,17768.86742854533,24.0,67.52008208381605,3.9948904418776596
PLGA,465.38021917155214,54.88153402019411,salt leaching,105.04573692673763,0.14467083147118412,0.7227320445122506,28.039332821341578,3219.834171732969,5.7012655674016255,64.47477296319016,4.620266080957638
PGA,685.1919496631803,54.46525226870471,SLS,153.81730164187138,0.3138882123549737,0.9282253334484756,44.67634740706822,5676.80140952602,3.0449990513888667,57.81308587208827,2.7088640050411006
Gelatin,165.5122440307747,47.23515493084547,SLA,139.39364729814514,0.27482719463045024,0.9733472666519758,35.4135229792074,7124.551314485476,2.906672595261733,71.98476670367629,3.2680175664142364
PCL,252.13296591372296,39.41543377243587,SLA,253.5356659969887,0.26265825522927694,1.0127496643116585,43.66399782662646,7511.559190819506,24.0,68.50698656134027,4.810577247511292
PLA,443.0282524006902,67.18648810315563,SLS,348.55474564577395,0.13902566141900696,0.49402022324420974,17.227821876810214,1568.7101321273822,15.588529857204682,64.58998825600747,6.7211852182364895
PGA,571.0037971977182,80.01655017551316,FDM,135.67633166029867,0.024972873066668618,0.3138312976402457,8.635014425010967,208.09404486916776,2.047893317551154,58.37201023219802,6.189067444253017
PCL,396.92248123534966,69.08997447996751,freeze drying,326.4048916327868,0.10308139894601133,0.4178040780792124,12.794358766348301,1026.0893417912237,24.0,72.71422157175189,7.21198091738871
PLA,175.3493129851908,75.40123040796767,SLA,323.09076582216727,0.09917635351156306,0.35162141367927047,9.881279658417244,670.3469662687079,19.576528545483583,68.15388600197394,8.345910028716418
PLGA,144.92160238006932,83.73171724137637,SLS,352.66456346134726,0.5310116230083384,0.3743545038505536,12.257627430119232,1318.2588163552973,7.231638905276553,64.37540500074648,6.262398852396582
Gelatin,301.83993762712714,30.20632938199271,salt leaching,385.850405670173,0.3584163108709543,1.3924879723539751,59.87592269841598,14203.823566561554,3.105512654526903,69.02516717104047,3.304488015802515
Chitosan,272.3761782679543,40.3533974277148,FDM,202.3862886448047,0.6770353316114573,1.5417524396724114,99.06473417231852,22088.349195832892,7.7468783823820955,76.99558461620154,4.411974448564435
PCL,56.62388256705085,42.37491261896317,salt leaching,379.3311676447291,0.22006071408971736,0.9140616589778657,41.14612171677693,6463.542800037414,24.0,59.098957161292276,3.2804256717620373
PGA,193.99396267309257,44.61688096737023,electrospinning,145.0406690339537,0.5975701207864689,1.383505534702967,81.89055786592357,15322.1322074605,3.033192193100685,73.74092746531927,2.755899419400581
PLGA,407.8700348086861,40.4680039724442,freeze drying,162.35753419606334,0.2941291626488831,1.114661486946717,58.33701122717573,10159.775392500529,7.186582056565197,72.59168639261048,4.136661460062868
Gelatin,187.9049305407434,74.209284789259,salt leaching,69.84662797951633,0.037505898651894846,0.36558612646037436,2.5909962412335306,221.85404236313272,3.1472479998588456,73.23341314708891,7.133956356000473
Gelatin,701.5679229024404,64.87605361570196,electrospinning,313.1566855292168,0.21251927969873832,0.6085345603318497,16.830260294984807,2679.8386423733386,3.255698726807505,59.99945449505769,3.876726990311738
PLGA,268.05789941800543,69.96011195515705,electrospinning,365.97161671759073,0.19277664834309233,0.5073513995042422,14.752482035489887,1561.58787936475,6.120677116472333,77.33014256216927,7.186648581992502
Chitosan,561.8697753028615,85.09198812666217,freeze drying,292.76617322400756,0.2001289463532612,0.2609238486243071,4.945033434284846,442.6869786429107,7.268306937919475,68.76871618449411,7.552108427244633
Gelatin,565.626569603312,60.56875098570643,SLA,210.58243399416247,0.18092997436457026,0.6607391694127074,17.29963519102454,2853.023353766856,2.954532524391494,63.34918809856743,4.183595463994691
PCL,597.9776909471581,84.11434267150484,SLA,300.18374224594714,0.11721253980725772,0.21922384116298252,4.664943512589611,287.62602262467897,24.0,52.75209713357504,7.049958567030989
PLA,595.7821388054282,34.78078113345815,SLS,127.961913532716,0.08027270307708123,0.9087129830730869,50.14378064770911,5042.8798604696485,19.996129858855046,40.053285252886695,2.867286593372067
Gelatin,379.5861674696902,49.36007764340142,FDM,209.5705779577398,0.43775931102833465,1.082664707198434,44.80664070698006,9192.481994353413,3.4975767305690764,78.71228836750386,4.549828431842647
PLGA,150.0140050652101,38.644908159851546,salt leaching,57.82828707305024,0.21947854220779003,1.0658951133232146,53.84424974752424,8571.999050257553,5.926863261126117,65.86997223010465,3.1150069058419367
PLA,152.1890105422864,88.36241955469133,electrospinning,134.9020210142778,0.2821565689690245,0.20702313512021928,5.916044469554313,428.9252616902936,16.817213737756564,66.49314619136311,8.508699936269968
PCL,688.4433865247056,40.76015166350067,SLS,305.9738901220823,0.25798056319226703,0.9847149886702726,50.34267185315081,8509.44875572217,24.0,52.47561215626975,3.172530311954149
Chitosan,158.83305161120384,61.98508212481699,SLS,187.88049264170462,0.12612961577154377,0.6161179724932755,16.79052016134367,2114.115766174578,6.681431900019916,70.35870744748667,5.4411254724476725
Chitosan,246.11967779571452,76.97206813396944,FDM,162.47288506640243,0.05416653951025965,0.3442195552964938,5.099345946544616,382.39567467035823,7.389466695807855,67.25440412207286,7.838046717269205
Chitosan,782.6256988851419,78.08374658038156,freeze drying,138.2700177159195,0.48506763581332935,0.4928676894371103,15.394327816192517,1991.8611534477338,8.832713007020216,71.29947473470203,6.362993385596218
PLGA,210.45033710078545,30.37724497479117,SLS,155.33520044553535,0.2629853021868703,1.2643515963137029,67.28944760487323,12196.27981940774,7.899878512729664,59.72185736177539,3.9785415214935815
PCL,214.993345172698,30.57296416414072,SLA,300.6446741668581,0.45703574289673293,1.4311388301728076,81.70104675768994,17723.156457023306,24.0,60.740552796038735,3.527450426654808
PLGA,574.4065081530327,71.91158415994872,electrospinning,193.7832418310195,0.3002874954907895,0.5290510330696092,16.18292236731047,1949.242931341881,5.649750170929827,65.51308537925031,5.531484794864308
PLGA,290.9306583414403,53.164857981120306,freeze drying,139.6528098108121,0.06274521544384962,0.6807810305343419,22.105355656310024,1732.2781258592304,5.424585421693224,72.84594087269706,5.006167365444191
PLA,429.67327706816013,31.66609624248747,SLA,373.6616165525266,0.14023455522401979,1.0303714014561303,53.06499568001717,6999.485444753663,18.583769813216485,55.67298517076159,4.49144541700063
Gelatin,538.159128121833,60.89102422816803,electrospinning,349.11264695667995,0.3839117532676074,0.7982302911468905,32.8387853469198,5863.7475383997535,3.0924160614532132,77.33690980150456,4.472179535660026
Gelatin,419.9326219500855,85.72630852968094,SLA,86.56554503557768,0.027864793084482524,0.19985403711800662,0.9781955080558095,54.2400807970767,2.7316696918271757,64.25770623260826,4.96860600748324
PLGA,554.6883682152323,58.10907837433889,FDM,335.86865059535415,0.15697437163510822,0.6803603496830661,23.994926890076325,2751.927989792076,6.645215618215578,67.0086858848561,5.508012354491786
PCL,604.6898672586866,46.09522766792887,SLA,341.7388710403208,0.28254908600942225,0.922586063489367,45.657200057678274,7597.6567757856465,24.0,53.367486871592554,3.540093197883043
PGA,533.6289470151473,45.23917517252257,SLS,306.06278052898335,0.131305501826488,0.9543250607277547,50.88182286567635,4430.842070705926,2.694021400618753,48.40239728397007,2.591372653512492
PCL,766.8731222622425,82.02344248767875,SLS,283.7905712877647,0.4090486943906846,0.35326499548616214,10.01823107528222,1075.3277249392115,24.0,62.54899768498127,5.755059452520856
PGA,538.4899229196794,43.16004193652404,freeze drying,361.5402977084333,0.2876870265458636,1.1345556784644044,71.90017561680419,9766.994230518882,2.925897705626063,63.21859371369201,2.3909843120026513
Chitosan,211.06524936881203,84.24079332507084,salt leaching,197.10159101898932,0.34071294320571244,0.31459279300304716,7.153629054574362,739.874397045208,8.035497890356933,79.56061230064061,7.5756184934781565
Chitosan,198.57814568081554,31.67746593243002,electrospinning,57.09799081859699,0.3265256499484182,1.3469240241903637,65.32728610813705,13955.075268423156,9.18636181910369,62.36491942951914,4.3467760860173055
PGA,312.5534842062147,46.93613778911918,SLS,241.42070247377745,0.248690503611288,1.0256600454183764,56.05335911140879,6820.441034615722,2.9771511622583002,68.53051701418434,4.039851883475217
Gelatin,734.6291436454813,36.01610398096684,SLA,302.59093692985726,0.23538006375193885,1.134872199689982,45.13314769938917,9825.327977819501,2.722077727711063,53.230747379147466,1.9251994067760236
PLGA,578.2132024094566,46.43257923439051,salt leaching,315.57074678887847,0.01739878713064451,0.7346727857929644,23.904242332988044,1136.6778945259127,5.4299361333099245,55.558845819770916,3.846760844692733
Gelatin,102.67797940211081,74.78212636112603,freeze drying,111.23110479186043,0.3490140613831484,0.4988663590915064,14.159284107371526,2014.5088977298985,3.2107675663525264,81.99946201560385,5.796420345767318
PLA,429.4741722650022,44.45294624867044,SLA,240.67532891057175,0.19347753140541055,0.8940532070965185,45.27018797124547,6180.58957500308,21.848918816669453,61.84011572736309,4.289588599725242
PCL,764.762132030332,75.68088701578837,freeze drying,64.70201859658417,0.14052851969737737,0.34697529907711505,8.213510540355793,687.5168646713091,24.0,70.91657934465096,6.1795048307438805
PLA,361.7834818623862,77.34050818209275,SLS,329.57014019011996,0.18033475204101018,0.35902591085468016,12.538892035888004,1061.636564663658,18.111087087160872,72.15844102575953,8.561369314402242
PLA,395.8563334105249,50.22585271014333,SLA,221.6253123078156,0.09753419919416839,0.7099238448871581,31.23867925839854,2992.1876478700856,20.740805374758853,58.358052780872804,5.333220767062043
Gelatin,366.7190846268738,46.41646963251915,salt leaching,180.29787988346783,0.1902127280646473,0.9068385107905927,22.097189864075478,4279.69757886578,3.2300811135547147,69.34157778742627,4.182570143977788
Gelatin,449.2607959659716,47.39833938501377,SLA,369.058910296096,0.144924524541515,0.8473412900872925,19.30242706522928,3544.1147813190773,2.8591284283742264,58.042038500961986,4.55954132181749
PLGA,297.15660014291154,54.805367871479255,SLS,266.313133636935,0.056796008241350185,0.652068502571114,19.215265280768893,1408.1162073330493,6.313965120264599,68.3527343146267,6.413234271542559
Chitosan,299.2324330549697,60.585404521829474,electrospinning,160.08115027318684,0.2880018354176136,0.7504551638936152,25.66650705614929,4061.1444400433556,8.865526413897584,85.9620501899694,6.476889716105815
Gelatin,128.05696731368522,81.3066763521359,SLS,236.31571090548593,0.5172972831085093,0.426419968881712,11.110848112395065,1399.8583364594874,2.801924730597516,69.9656828015345,5.983404694906798
PLGA,446.6039136175748,78.99722644495542,FDM,203.7561453147989,0.07502779679406679,0.3099589976954317,5.66141353483712,324.6149868176161,6.019020532297935,70.7221564007976,7.974578369678123
PCL,688.4616591623983,80.41755129619217,electrospinning,150.85232116168126,0.5354450147436104,0.4344497945838735,14.644635516214313,1749.302118658234,24.0,68.46169302129002,6.371407794207213
PCL,756.4808241076927,44.0522573015809,electrospinning,320.019706185924,0.13752102522553555,0.7948661721424671,30.899968693148917,3881.385446781328,24.0,51.66889329410265,3.6524186138344397
Chitosan,547.0418175261333,73.6868293558947,SLA,138.26830649977137,0.13299705790279717,0.42962693891327863,9.577940387569402,1019.130627180519,6.540142434670112,59.75048629495473,6.686517683835862
PCL,588.5046575807359,91.33618859215215,FDM,292.7134170874095,0.20685398059298532,0.13513312535010366,2.0549231611107817,122.11681780666227,24.0,65.8919157389929,6.630191786030544
Gelatin,553.4776348201373,94.36246630135867,SLA,81.73173097826842,0.03816734074553928,0.07997975898518717,0.3,10.193109390662011,2.3809883241765784,56.1986825098076,2.6092198485520317
Gelatin,604.6326748677985,80.93648963960938,salt leaching,155.6436920866304,0.5368500326986628,0.44157382075115953,15.80974385007534,2015.8519022340656,2.4444825747090455,69.3921736260234,4.639871048635831
Chitosan,337.83044776671784,39.20067531420852,salt leaching,298.6356766034043,0.14449646629693283,1.0049330780819736,34.03933733756378,5638.951553127897,8.800637234363421,69.08342468027223,5.164947583028167
PLA,351.0826619450029,79.71511305929893,freeze drying,370.3117180153092,0.07952707048391337,0.2823446728643781,7.111557537104701,397.2306111165252,16.613161671384916,83.3082029873902,9.398881852654315
Chitosan,468.7940872465053,32.02115042629864,SLS,211.49041678895162,0.7747061039412793,1.8733174138457371,134.76323248600943,32552.092643761334,9.325359738769377,56.014356902759104,4.0857246167630645
Chitosan,288.02924980058873,92.57909758258118,freeze drying,171.82462980139906,0.35336729100995534,0.14978295706548247,2.857401381513954,204.173235048022,7.007581269045121,75.80697596123588,8.364404383666441
PGA,303.6076536681471,46.30800446300033,salt leaching,257.82911079539895,0.24498097352729398,1.0345745125799872,59.19754796790662,7188.18803226224,2.991120298576769,74.92520305344325,3.902067056631158
PGA,377.2067417296749,32.87369835582054,freeze drying,135.6144345243338,0.03212470829544191,1.0619663034761377,53.65419993542064,2593.477183072184,2.3055489242634644,64.74370189969808,3.032900155565977
PLGA,219.1849581208213,88.80264405657393,electrospinning,216.28243397057665,0.2912566510366112,0.2090741791470133,5.063213336005481,381.1760463272711,5.579658052612484,73.11311691407685,7.22092066539681
Gelatin,461.3626893118434,37.54347485999698,salt leaching,58.08739847561809,0.3375090207599824,1.2225966209113663,53.3891494911906,11919.469563805507,3.1832406075665785,74.27649120846209,3.5344516087147073
PCL,501.5763725955123,59.572420630545714,SLS,174.66248701494737,0.139494394871079,0.5759661692211546,16.938716351877826,1821.4606108168973,24.0,58.691776212359436,5.822851067430519
PGA,677.693247431969,31.79606913563549,FDM,341.89676673468375,0.4535476629154395,1.5446466240366727,109.54139415559968,20270.408102475478,2.939782165363359,46.9454771632299,1.4782605423148176
PGA,688.1019512371346,63.151259682322056,SLA,301.6560040791772,0.40320564028779543,0.8044791697845988,44.55793722730344,5746.376054019551,2.8695133058596745,60.331229961619684,2.8423784861299604
PLGA,540.2266420382967,31.22669654838934,SLS,94.56174178935197,0.2054081125272625,1.177253625873689,52.46990942709149,8619.124186830555,7.378149669456968,52.38007292702633,3.082197007503156
Gelatin,312.11388673107575,89.91228233451929,FDM,376.5368919984778,0.169828084569361,0.1670213883224813,1.869956311835854,154.45944344942006,2.882470846521854,73.69967394128291,6.052102708452393
PLGA,369.07339569225917,79.10715270592397,SLA,261.7750198132684,0.43620829525334476,0.44492091649120513,16.636152739490456,1930.842134775739,7.376784751060971,71.45046111381852,6.4366135244578695
PLGA,539.3951583128141,69.78515568325085,SLA,325.7526518549404,0.015047580658602604,0.4131082654001142,9.050896785116384,307.6186646783397,5.077021183766319,56.65563787800585,7.467916267489506
Gelatin,679.6750298565664,68.36646874188014,SLS,117.15684958582487,0.7211033958121829,0.8376515145963173,38.01138808725438,6336.150533315744,2.6495860529913036,56.09400058105235,3.1664023599945823
PGA,331.7793540352029,79.2607779346865,FDM,235.58663422818495,0.1431989394417525,0.3654214181938147,10.692468274835086,601.3576032636431,2.5368274061609126,64.20773328372753,6.999149741752282
PLGA,520.5316283265216,93.66229175396039,salt leaching,212.54101721222608,0.4392333124039398,0.13531085030276588,2.848045767667387,182.39010458551812,6.655758146793673,63.92136451884354,6.951112870467314
PCL,524.8014573988303,66.02259028000088,SLS,296.8747177243972,0.7527948422806545,0.9018806180589917,43.4275250203129,7286.249500663076,24.0,65.75973480276144,4.87217380865104
Gelatin,323.2180660051842,44.98579218957384,salt leaching,214.43299700901537,0.40523413238324063,1.1439772313153214,50.35471522052171,10708.1888865893,2.9587559156420844,83.42114602442687,4.15844275851606
Chitosan,209.27799147687332,85.7431989245561,SLA,70.5068106985474,0.09829116513077764,0.22411827285921895,3.5091460932351164,250.71428562141162,6.810945749354924,73.22510290587658,7.957796207481852
PLGA,103.25080962904269,65.24328526675548,electrospinning,361.2149949443066,0.24955545379846103,0.6227344491176293,24.5694084306263,3088.115556715789,6.655109343208878,76.7539725486601,5.548169213791151
PGA,310.726315232151,92.7341455479496,SLA,221.39688796929926,0.04121922787781041,0.11601935826462548,2.1289464726051177,37.45808023997929,2.467775393303151,59.87036098188606,4.773017616395329
Gelatin,416.3306050351251,62.68094120017816,FDM,267.42005061146375,0.1261613805212796,0.5885553254005208,11.58928175981583,1745.4711221992034,3.1852779897269703,78.82231357700795,6.11602196215713
Chitosan,584.4065068497476,53.913690143607916,SLA,167.83584198879237,0.4617598144100807,1.017622440996818,43.25626153866703,8056.313330981608,7.326744639051692,65.66116360603942,4.116107024088904
PGA,314.63308878012504,71.94650283391891,electrospinning,241.37549368989932,0.05915777535013852,0.4561037428678563,14.488396332124918,591.306956172396,2.3635935746409924,69.00467753977821,6.961759712471998
Chitosan,141.32478319967407,86.23740272191569,SLS,248.20906753168657,0.27901447200366986,0.2598757286196975,5.603053750509987,520.4095096306462,6.719635175111944,65.5760266359334,7.202106866569173
Chitosan,303.0446234365748,37.98459862571177,FDM,79.62491252428798,0.5917964069472423,1.510474224142195,102.34914484801119,22893.576015235707,8.832933840849599,74.33785472226035,4.619722799828695
PLGA,728.2496356494049,38.30657673675843,SLS,381.778071232878,0.017568059611896624,0.8463092623771028,22.58745190749218,1156.615325307815,5.982932457725541,41.71174943658752,3.3518631689819434
PLGA,83.41747371323991,80.98870023459739,electrospinning,287.54963267537386,0.35590532394384067,0.37722004956533833,12.808563341627835,1338.9555359855615,6.770875800923934,70.21177473368245,5.76112844249075
Gelatin,338.78092838030875,84.37075745828813,freeze drying,382.4842532662714,0.08488575793038836,0.23487537609566977,1.9253067784853115,170.99853572295822,2.333661388340029,78.66024847047666,7.314430135435907
PCL,649.2236769003092,53.544843656012915,freeze drying,126.11172925698571,0.14394327653861239,0.6659840338348055,22.99532298479078,2691.769643203284,24.0,59.00154016033892,4.714468502972529
PCL,103.52526041703504,79.43627750879499,electrospinning,219.9481707992002,0.19276809581301035,0.31493341655480556,8.947481673896995,795.6428276200618,24.0,68.37368708965447,6.838943438031077
PLGA,517.7194604729482,61.31048947080216,FDM,190.23024695328365,0.5214938051486449,0.883631196271551,41.48559967797681,6851.401288725094,6.801610165013024,60.99967881569873,4.979570518255068
PCL,485.31362433511026,34.80760717261214,SLS,111.24889006270439,0.17503752949498322,0.9752457612901584,43.279930962513575,6572.736153417461,24.0,57.229413208346436,4.253751641351262
PGA,646.3555418836418,80.81348082299284,SLA,174.36889787684143,0.3638337867462648,0.406641147019945,13.808303702907036,1224.3174143940973,2.321886788648495,55.52655400545555,5.236817176493502
PCL,214.85053397144281,50.12200789548505,SLA,265.9094251882382,0.034764635649999376,0.6058695135571598,17.287523362389752,875.1082069836328,24.0,68.57005295088581,6.114733245386365
PCL,596.9498043774751,51.374943733584324,salt leaching,278.7211262203866,0.49197784016168955,1.0364020199522803,52.85473435401594,9763.444572925551,24.0,65.1115155117517,4.201152300394948
PGA,117.40871007547852,38.5754386739977,SLS,223.4282120657234,0.21392771514092407,1.15267052842752,78.00730433471033,9421.899151267704,3.225235181209032,51.4911589102483,2.048044042429589
PLGA,138.096554597288,74.82168671837772,SLS,193.09528160377388,0.24257557094256188,0.4479377492995884,12.941817417696239,1370.2686294596547,5.747361598036879,60.47550641946363,6.349487471196192
PGA,479.1101583398002,67.01312440116556,salt leaching,193.67259008946962,0.37979641333982517,0.7076576087057008,35.438472780755625,4205.003602933195,2.494105180996075,69.76609787285427,4.42986348086218
Chitosan,581.4343437987494,70.52306657381847,SLS,275.538656798653,0.05028010950921987,0.4386138781781682,7.2870089070294615,603.7406429954634,8.642879003833691,61.23308208055403,7.009944936713029
Gelatin,95.42213255947513,87.64334337732892,SLA,300.3275166203703,0.22866695514551671,0.21767492722838744,3.7482050150332835,357.3169275195432,3.022288050545208,63.06502994106465,5.413851071137712
PCL,437.96507582594495,34.83584558417665,FDM,335.8014646757478,0.1857582356097188,0.9888303739642936,49.327192170755325,7686.24241716344,24.0,67.00586174741775,4.244403284784393
PCL,163.4325036102245,31.187418804628983,electrospinning,354.1373204969029,0.2315706798364095,1.1074003276716375,65.35751643783706,11442.206743263678,24.0,66.26817026305609,3.194053965232361
PLGA,604.5082497164786,72.8834261964311,FDM,129.95270359925627,0.4111391675188027,0.5651532979578863,22.139590004266093,2881.015438064402,6.408679363501,68.396743666399,4.773763939648492
PCL,797.9033808880093,80.71247541542205,SLA,151.69722905210935,0.4980784389808106,0.41345649423807396,14.475749368528557,1688.844208416289,24.0,62.294072767686345,5.815777442954955
Gelatin,275.1441382292483,79.16895596388957,SLS,201.92284141917014,0.3821756560402587,0.42451921705656304,12.429939117507583,1619.2744120879495,2.902173710034598,69.61228884541286,6.124256143479765
PGA,732.1379873337895,42.251723246011515,salt leaching,332.083538932119,0.18333357527114807,1.055061242633538,54.55970683088068,5872.827167312233,2.982080249779405,52.333925066227216,2.0354617631848737
PCL,125.04850367489999,68.26478333184104,electrospinning,322.4384650236241,0.21723751000409264,0.5015945237914661,19.74311567976309,2289.9102475665127,24.0,79.29930997516553,6.292251866970366
Gelatin,780.1449138779388,48.71595363114198,FDM,361.25665333987644,0.21180750107079668,0.8878568486909435,26.482827706317224,5093.066346131139,2.943223232449062,59.67808490652911,2.926343827331229
Chitosan,61.122621823780904,82.591709093498,FDM,378.4617185936341,0.12829917149903436,0.2828017854500996,5.205194210655189,445.7546582174068,7.594790537717217,71.63688468596442,7.254650912117532
Chitosan,518.3186953882944,83.66456371299361,SLA,377.87088233305064,0.09418953995503665,0.2556220845227535,3.9476097114300006,297.8794980270605,6.64275324676137,58.079986812488755,6.661669791614755
PGA,133.32290663449288,45.84954148023613,FDM,154.25671603297766,0.007058693061190847,0.8346941650985703,35.851228284054336,1069.349480663476,2.5376745961316556,54.07971388141374,3.1055620366632755
PGA,721.7893810610011,74.9682080981283,salt leaching,92.56635488687728,0.04985516769923827,0.4032034358645371,14.929351918689367,530.6364670508345,2.3432039278692516,56.63188176305081,4.736044734490661
