source_doi,source_title,biopolymer_type,material_composition,pore_size_um,porosity_pct,printing_method,layer_thickness_um,density_g_cm3,compressive_strength_MPa,elastic_modulus_MPa,degradation_rate_pct_per_week,cell_viability_pct,bone_regeneration_score,notes
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,276.1604779176582,66.42389988985596,freeze drying,290.9853634017676,0.514,20.95,365.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (30wt% HA),413.72905390836524,35.829835788937075,salt leaching,111.82677218824522,1.121,58.2,9660.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL,PCL,263.35956285700524,84.5776687391596,SLA,224.65092802563322,0.177,2.45,8.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (20wt% HA),236.26367535618178,60.107685735890406,salt leaching,149.36332611062394,0.74,33.11,3774.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,137.64968045337875,58.09988333116172,SLA,326.2454479184006,0.641,28.95,680.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),495.34098429446874,51.94650296433399,freeze drying,104.17559653027035,0.818,32.0,4014.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (20wt% HA),419.27463390041845,52.86152995634852,electrospinning,211.44209230321516,0.874,38.85,4252.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),210.68360003699502,84.91535452458956,salt leaching,118.96511234805863,0.238,3.39,298.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA,PLGA,573.130766440973,38.386620750433266,salt leaching,191.30937530680157,0.826,22.26,671.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,285.50575774344134,53.31874986900855,electrospinning,384.8142305235716,0.654,10.89,741.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),516.8465416481608,69.29531384960784,SLS,284.69566421534694,0.444,12.92,1121.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (15wt% HA),527.7250966529773,87.03331019108562,electrospinning,129.8063873818391,0.209,4.58,245.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,194.90428108053976,53.88837856466239,salt leaching,136.64791572617912,0.706,28.61,653.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,266.754578216258,33.03471063977238,freeze drying,396.6462711824265,0.938,21.08,1226.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,506.52649056052945,65.18298501489372,SLA,169.89960371380943,0.487,7.4,395.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,370.1077284315757,89.25163826197034,FDM,339.5541470672871,0.164,3.02,42.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),218.96580304523152,77.39907985408523,SLA,197.13143858860673,0.323,8.44,576.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),131.77901907356812,36.818958407192795,SLS,234.48256428096525,1.075,44.33,7855.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,121.68251844958586,86.72493857820638,electrospinning,334.96809879411387,0.186,1.67,53.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,523.6492715836214,89.91520530535962,FDM,227.88208578399752,0.125,2.34,35.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,174.1669128301823,49.32670918477956,freeze drying,137.85747649151682,0.628,23.79,934.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (15wt% HA),365.27841871566227,89.6776653516554,freeze drying,236.1146252726415,0.183,4.69,171.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (30wt% HA),484.4813650523693,69.05499989287833,SLA,316.2519749972797,0.561,26.04,2760.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (10wt% HA),299.36509212847665,79.64515348680268,SLS,318.8837522903513,0.31,7.23,437.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,337.13394279455133,71.2092621280186,FDM,127.3674365098146,0.44,13.58,254.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,393.2325413697385,63.38224413692101,SLS,268.47592419762174,0.56,21.57,493.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (30wt% HA),243.81470382366362,33.086764798342564,FDM,193.73466972629618,1.26,62.52,13013.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA,PLGA,275.0569971105956,80.83649088809716,FDM,266.87964283129804,0.257,4.29,79.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),509.2134297703348,88.4727961275425,electrospinning,284.07198416063943,0.196,4.04,264.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,451.34938643280236,40.824964317651265,SLS,192.69540664897306,0.905,41.17,1170.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (20wt% HA),134.79271062416822,69.44067809020774,FDM,322.29071773552596,0.472,15.68,1501.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (15wt% HA),178.70463792254435,57.21874744038104,SLS,193.49121091126491,0.689,24.98,3013.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,477.21793956249275,39.3347942042693,FDM,114.92874772988715,0.752,32.21,1200.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),236.58342218238474,56.52265120186675,FDM,326.4829431005112,0.74,25.32,3532.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (15wt% HA),254.2096959256282,61.61604642888869,freeze drying,166.15553065075738,0.638,16.2,2048.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL,PCL,244.7235656087188,75.84965374567486,salt leaching,135.99530311166473,0.277,4.29,25.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),350.1311732781066,72.22027580295982,SLS,350.00626072596344,0.473,16.23,1318.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),560.5812172512062,31.124492195138743,freeze drying,358.63300408361994,1.051,55.66,7649.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (10wt% HA),110.4282795123744,36.91040235982789,freeze drying,197.43045383365416,0.96,39.72,4247.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,152.93156669779296,56.20270677409367,salt leaching,230.70295808212,0.67,28.08,676.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),266.53431124656595,50.37079686890783,freeze drying,150.43981241370597,1.001,56.45,7543.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (10wt% HA),579.1116744985752,51.06598409744163,SLA,293.63289285086915,0.658,20.2,2064.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL,PCL,480.10764777344605,66.14393911638996,SLA,296.65270315562174,0.388,8.18,52.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),324.45262849753146,75.59262897646491,freeze drying,377.2462775156978,0.415,13.82,1217.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),319.881408170932,48.96833366943481,electrospinning,240.67632505791198,1.029,54.39,7215.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),255.20392530315547,60.44021311738669,FDM,235.57415911020468,0.566,20.61,1826.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (20wt% HA),292.24123829123243,65.64478911775402,electrospinning,274.09882222335716,0.557,22.21,2746.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (30wt% HA),402.5029170350321,41.2943679041535,FDM,250.41019056184828,1.13,56.31,9880.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),423.06354557185955,35.05974792147383,electrospinning,111.74263786020214,1.309,82.21,12187.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (20wt% HA),286.4259910506636,39.52477247889249,salt leaching,184.86807358432537,1.058,43.61,8075.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (30wt% HA),132.95592713985872,68.83832141815842,electrospinning,128.3517842545283,0.565,21.82,2762.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,391.3697572932098,50.001722163633396,SLS,142.42851417529533,0.7,12.95,707.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA,PLGA,569.0010997828804,65.70247368909449,salt leaching,192.87456622478828,0.46,9.53,245.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (30wt% HA),573.5543122096906,72.16985232932521,freeze drying,399.14923388976104,0.486,18.21,1855.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),254.43303503194045,31.093832267491962,SLS,385.3507940788403,1.085,35.03,6301.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL,PCL,247.8960508273109,39.29671037666429,freeze drying,336.43605210142005,0.695,20.82,159.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,538.1963862713709,69.71575424228506,freeze drying,285.4094396480524,0.424,5.24,265.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,121.84621397725716,73.27097986832563,electrospinning,209.2898242392307,0.374,4.76,197.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),217.00147216771222,77.02802156609056,salt leaching,171.75054917365583,0.463,16.0,1742.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (15wt% HA),240.8858663518877,57.70079870645935,freeze drying,214.56173025721313,0.703,18.48,2801.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (20wt% HA),225.00160579450352,38.303912076205876,SLS,292.35371086133415,0.954,39.27,7087.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,481.55841514584546,47.103780843559704,freeze drying,181.837389877407,0.741,13.21,750.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),565.2359635631374,83.07778642308045,salt leaching,224.46907174570163,0.245,5.06,396.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),259.3424377248656,43.472325516426956,electrospinning,129.7249373179144,0.809,40.9,4057.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL,PCL,514.8807915764113,47.21276383879609,SLA,308.8215965727951,0.604,15.2,120.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,109.50194245548519,84.35144934619625,SLA,164.69642334050633,0.219,2.31,74.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (15wt% HA),244.05078901961528,36.671211619454304,FDM,190.345358375866,1.053,39.24,5931.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (15wt% HA),518.3438603026676,33.76842906066383,freeze drying,249.9487666712829,1.101,40.48,6019.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (30wt% HA),314.6194465516669,38.614610414775605,SLA,284.4428748327852,1.072,51.43,10497.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (20wt% HA),133.83966145442304,88.4792694571333,freeze drying,257.81783359665116,0.187,4.39,299.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),121.76721258338831,82.39988631165106,SLS,216.06439645820728,0.269,6.33,472.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),428.55220000541567,44.46755546313868,freeze drying,131.09916024990684,0.795,34.78,4011.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),506.7544327780441,62.76082471246149,electrospinning,152.52673811551253,0.533,21.29,1667.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL,PCL,488.09519985171084,33.786032221933475,SLS,237.30387323420595,0.758,23.43,159.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),357.6917946272494,86.00225879702384,freeze drying,396.736810688837,0.2,3.99,236.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (10wt% HA),490.4207834892125,51.418450562121805,SLS,359.73948312341724,0.654,24.36,2058.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (15wt% HA),547.3187474775266,74.59846233117727,SLA,215.99343047820764,0.409,11.19,979.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),463.5406621713179,78.06888524410643,freeze drying,123.67810181664036,0.345,5.71,646.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (10wt% HA),263.9599526707799,36.15587446692686,salt leaching,188.6919848021027,1.08,59.86,5104.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (10wt% HA),463.40719785555143,56.827779580215434,freeze drying,373.4821692538842,0.657,19.84,2313.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,303.1051157538262,70.27103333362007,electrospinning,253.92580583936564,0.369,11.97,326.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (20wt% HA),319.08641247003885,70.68533231972692,SLA,137.86900729067628,0.453,14.02,1705.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),176.71908169635407,31.94311943878002,SLS,234.97677061443818,1.158,60.58,8729.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,299.017022976225,61.767592892177376,SLA,294.86822101180945,0.535,7.1,499.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),556.7712529065933,61.06471645250352,SLS,135.32829864720256,0.563,17.55,2226.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),599.3144217550762,71.63883846244764,SLA,160.05350229733605,0.447,9.16,1040.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA,PLGA,583.7806181815312,78.63079310145791,electrospinning,395.9723978927458,0.286,4.29,87.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),525.681025376563,83.47990094123334,electrospinning,313.5427312021638,0.26,4.49,332.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,200.49018558884288,37.281747304707416,salt leaching,141.6630616115097,0.878,17.67,1012.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (15wt% HA),375.8234669632138,78.21970357731519,FDM,283.5845087861563,0.386,12.81,679.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),304.7167637323565,54.64770723991001,SLA,272.47015254292796,0.772,31.85,4602.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (15wt% HA),272.25739035134984,70.80653943897485,freeze drying,363.38804549512355,0.47,12.48,1349.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),534.1058137096943,60.17182718696248,freeze drying,349.41724194026244,0.576,17.86,1966.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),573.7415684048237,43.528217082928,SLS,255.66933802126178,1.138,62.82,10366.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),251.41230305443804,37.51021770761416,freeze drying,260.04340893051415,0.984,31.22,4762.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,412.23959371683287,40.27203738334754,SLS,370.6002681072181,0.836,16.46,1180.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA,PLA,420.72686691218007,32.72770819748052,electrospinning,273.03136944321375,0.834,36.64,1446.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (30wt% HA),544.4984407244772,31.817153914885843,electrospinning,263.67324506418026,1.313,64.13,15381.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (10wt% HA),444.3067858364918,57.212647977310276,salt leaching,147.42413410456214,0.651,19.13,1967.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,459.18144255621877,48.754949954815984,SLS,320.25992644136403,0.717,11.42,900.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (20wt% HA),259.5579432015786,63.69907294490215,SLS,239.94177011219094,0.673,27.32,2699.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),532.0819251812154,86.72309356219313,SLA,225.44042300046297,0.19,4.84,234.3,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA,PGA,349.13277102995437,75.78728250831772,salt leaching,254.41745176944534,0.37,11.9,228.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),583.3433152762377,60.326667781426295,SLS,164.54332675787234,0.606,23.41,2242.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (30wt% HA),242.87419072050878,70.35123622592695,FDM,102.45322178417227,0.571,20.61,2505.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (15wt% HA),300.2908105073783,51.956241151053774,SLA,271.0844931643088,0.852,40.55,3645.9,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (20wt% HA),374.92854475870973,57.02126283842509,freeze drying,347.593395387584,0.731,24.95,3816.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (15wt% HA),593.3938322182197,52.3919001794892,SLS,267.3495514816386,0.727,29.96,4019.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (15wt% HA),122.65167623353736,60.004674214238634,SLS,141.11091207025612,0.665,19.02,2801.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (20wt% HA),169.89049288617758,83.58790152468043,SLS,379.41062065899695,0.254,7.02,443.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (20wt% HA),514.144692978688,50.1824071291007,electrospinning,259.7019489627629,0.924,48.86,5259.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (10wt% HA),154.80229474566138,49.87437561473536,SLS,224.96208082966984,0.717,33.53,3324.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (20wt% HA),583.5353480860255,58.475412845103634,freeze drying,334.8711974294264,0.674,31.96,3670.1,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (15wt% HA),414.51262057268184,40.23072370479956,salt leaching,285.9207416503268,0.994,36.41,5127.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (20wt% HA),154.9477606668484,86.89231024705808,SLS,105.68121025198377,0.213,5.18,348.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (15wt% HA),405.7390299458837,60.109170276659256,electrospinning,241.48163916055344,0.577,21.13,2352.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,599.0614342027411,63.65320637451836,salt leaching,243.51129500302034,0.509,6.92,374.2,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (10wt% HA),437.934288278184,62.77639315468981,electrospinning,360.296321036498,0.586,14.78,1690.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan/HA,Chitosan/HA (15wt% HA),223.2595677636802,41.535850148202805,SLA,267.42599524222123,0.972,38.25,6212.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),452.4941298700984,42.436667691278416,SLS,195.11222350553442,1.16,78.99,9935.4,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (10wt% HA),438.3111228912729,37.312446343962904,salt leaching,213.90825561231475,1.061,67.68,5230.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL/HA,PCL/HA (10wt% HA),577.656858839621,32.52398920996353,salt leaching,123.7088308029551,0.908,39.3,4461.0,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL,PCL,235.56636099898788,79.67710221048202,SLS,268.60540590324547,0.233,3.79,14.7,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,Chitosan,Chitosan,434.91698244655197,44.547482304617205,electrospinning,259.3124469198398,0.776,12.72,848.6,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PGA/HA,PGA/HA (30wt% HA),440.5959932907151,58.34423442209284,freeze drying,141.24011025990865,0.84,38.6,5842.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLGA/HA,PLGA/HA (15wt% HA),477.9555297043697,69.03232151245592,SLS,186.17351126931837,0.499,16.92,1521.5,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PLA/HA,PLA/HA (30wt% HA),367.57613844680236,64.4480011905224,FDM,316.935303472727,0.645,25.92,4183.8,,,,"synthetic - Gibson-Ashby model, not experimental"
SYNTHETIC_GIBSON_ASHBY,,PCL,PCL,298.4972871391498,89.8303081853106,electrospinning,248.61516919652735,0.116,1.46,4.7,,,,"synthetic - Gibson-Ashby model, not experimental"
